Komentar,Penulis,Likes,Published_at,balasan,label_judol,label_sentiment
"['bro', 'speed', 'needs', 'to', 'make', 'the', 'bald', 'indonesian', 'guy', 'ray']",@ahmedzahran1564,0,2024-09-21T09:43:35Z,,0,2
"['go', 'to', 'sampit', 'ishowspeed', 'plss']",@Wackyns,0,2024-09-19T09:01:50Z,,0,2
"['is', 'this', 'a', 'youtube', 'world', 'record', 'm', 'live', 'watchers', 'k', 'likes', 'm', 'viewers', 'end', 'of', 'stream', 'k', 'subs', 'gained', 'in', 'hours', 'broke', 'youtube', 'chat', 'indonesia', 'is', 'absolutely', 'crazy', 'bro']",@KenzzYeTe,547,2024-09-18T14:08:46Z,"dont read my name from a streamer yes i think no its not bro flashed his meat to k kids live and says the hard r every stream yall make the weirdest ppl famous nope but yes you are new youtube user kasih paham vbro flashed his meat to k kids live and says the hard r every stream yall make the weirdest ppl famous at least this stream is the most watched speeds stream in southeast asia, and probably will be the most watched speeds stream generally million viewers bro youtube takes  hours to fully show  accurate stats and statistics for solo streaming this is a insane waktu miss grand internasional di indonesia juga pecahin record dengan viewer live streaming sampai jt itu eventagnezmobundacorla",0,1
"['speed', 'in', 'indonesia', 'no', 'problem', 'here', 'even', 'the', 'bodyguards', 'are', 'having', 'fun']",@kontolkejepit,16,2024-09-18T21:40:27Z,bro user mu awokaowkwoksaturnzx,0,2
['indonesia'],@Baguzbonbon,0,2024-09-19T01:58:28Z,,0,2
"['w', 'stream', 'of', 'all', 'time']",@izky2037,0,2024-09-18T13:20:33Z,,0,2
"['antingny', 'ilang', 'ajg']",@-ddis7942,0,2024-09-21T10:09:39Z,,0,2
"['welcome', 'to', 'indonesia', 'bro']",@IzzySadikin,0,2024-09-27T02:23:38Z,,0,2
"['toko', 'kain', 'masuk', 'hei', 'toko', 'orang', 'rusak', 'hilang', 'gimana', 'sdm', 'sdm']",@King.Mickey69,0,2024-09-18T14:50:08Z,"nmanya sdm hakavgogh sdm kita masih rendah, kaca mobil dikotok ketok kalau rusak gimana kingmickey emang tolol, kesel gw lihatnya norway lebih parah cuk infomazze mosok",0,0
['wow'],@Abdi_ASN23,0,2024-09-19T11:55:48Z,,0,2
"['im', 'from', 'malay', 'big', 'support', 'for', 'indonesia']",@JALUR_BAJA,0,2024-09-20T03:40:22Z,,0,2
"['epic', 'moment']",@firmanhafits1560,0,2024-09-18T13:37:20Z,,0,2
"['bro', 'got', 'the', 'cristiano', 'ronaldo', 'figure', 'awoakwoakwok']",@MASOKUMA,26,2024-09-18T13:51:10Z,,0,2
"['wkwkw', 'jam', 'aja', 'udah', 'jt', 'kaya', 'belah', 'jam']",@fathapermana3960,0,2024-09-18T13:29:58Z,,0,2
"['this', 'best', 'stream', 'ever']",@faridutama9958,0,2024-09-18T13:36:21Z,,0,2
"['hayy', 'speed', 'i', 'from', 'indonesia']",@elanyuslan2938,0,2024-09-18T17:40:54Z,,0,2
"['speed', 'lets', 'go', 'patrs']",@muhsyamsir,2,2024-09-19T06:48:10Z,,0,2
['indonesia'],@SITIZUBAIDAH-b1r,0,2024-09-18T13:52:15Z,,0,2
"['indo', 'philippines']",@ryanvillegas7563,1,2024-09-19T07:19:53Z,,0,2
"['go', 'to', 'labu', 'bajo', 'island']",@nagatana17,0,2024-09-18T15:18:06Z,,0,2
"['speed', 'will', 'never', 'comeback', 'to', 'indon', 'again']",@andibondan2877,0,2024-09-22T11:15:01Z,"malon kuat iri dengki speed keliling indonesia berhari hari dmalon speed tak kesah krisis indentitas video viewers terbanyak dlm karir dia di indonesia skr, silahkan cek video dia semua ini yg terbanyak kawan akn dijadikan basecamp dia indonesia   saya jamin",0,0
"['wow', 'lokal', 'welcome', 'to', 'indonesia', 'el', 'speed']",@taufiqjack,0,2024-09-18T14:00:16Z,,0,2
"['ingus', 'loh']",@RahmadAdondani,1,2024-09-19T17:19:48Z,,0,2
['spedddddd'],@ZackGOD16,1,2024-09-18T13:20:23Z,,0,2
"['this', 'gon', 'na', 'be', 'my', 'greatest', 'moment', 'in', 'my', 'history', 'i', 'drew', 'this', 'thankyou', 'speed', 'also', 'thanks', 'pandaxx']",@fakhrezykim,74,2024-09-20T04:24:47Z,keren banget karya lu bang baconproastra terimakasih yaaaa you are the best shaniceessan thankyou,0,1
"['this', 'is', 'indonesias', 'speed', 'where', 'millions', 'of', 'people', 'can', 'subscribe', 'and', 'like', 'you', 'a', 'day', 'so', 'dont', 'disappoint', 'indonesia']",@Gofarebojes001,0,2024-09-19T07:01:20Z,,0,2
"['nyala', 'abang']",@hamdanfikri4148,0,2024-09-18T22:36:47Z,,0,2
"['papua', 'guy']",@jonijones2269,0,2024-09-22T12:24:29Z,,0,2
"['thank', 'for', 'coming', 'speedwe', 'so', 'sorry', 'about', 'the', 'people', 'being', 'rude', 'to', 'you']",@danich3596,1,2024-09-18T13:20:38Z,,0,2
"['and', 'wtf']",@krismahuda756,0,2024-09-18T14:15:40Z,,0,2
"['thank', 'you', 'for', 'visiting', 'my', 'country']",@riohayyrelll2428,0,2024-10-07T11:54:23Z,,0,2
"['kapuas', 'speed']",@sai_s_y,0,2024-09-19T03:59:03Z,,0,2
"['thats', 'crazy', 'bruh', 'm', 'views']",@lynxjr556,0,2024-09-18T15:07:09Z,,0,2
"['anj', 'bal', 'si', 'el', 'cepat']",@hawary20,2,2024-09-19T09:30:25Z,"kapan livenya bang qianjayapratomo tunggu aja bro stay tune hehe hawary iya bro dia besok live siang di bali qianjayapratomo wah jam  wib , waktu bali",0,1
"['yeah', 'broh']",@puputyunirahmawati,0,2024-09-18T18:14:29Z,,0,2
"['come', 'to', 'bal', 'island', 'bro']",@Saka-ql5dw,1,2024-09-23T00:28:45Z,,0,2
"['welcome', 'my', 'country', 'in', 'indonesia']",@mancingliarmyadventure6972,0,2024-09-19T10:41:48Z,,0,2
"['info', 'bonus', 'depo', 'sikat']",@JacobGarden,0,2024-09-18T14:24:47Z,,0,2
"['neng', 'banget', 'kasi', 'menang']",@AgusSonisobari,0,2024-09-24T08:33:39Z,,0,2
"['hi', 'speed', 'cristiano', 'ronaldo', 'anak', 'angkat', 'nama', 'martunis']",@pancayudistira5403,0,2024-09-19T11:51:26Z,,0,2
"['depo', 'bonus', 'sikat']",@ThuyKliner,0,2024-09-18T14:30:56Z,,0,2
"['indonesia', 'keren', 'bro']",@AiWl13,0,2024-09-19T01:40:52Z,"gk perlu wkwkwkwkdia gk perlu di indo aja subscriber nya dr manadan trbukti bnyak bgt org indo yg tau dia tnp harus di indo lama gadisdesauntuk membuktikan people power orang sini broo tapi selama ke indonesia bertambah bnyak subcribe and penonton live nyasmpe  juta yg nontonlive doankgadisdesa kasian sdm kita, setuju kelamaan nanti malah tau keburukan kita",0,1
"['im', 'from', 'indonesia']",@JASONBAEOFFICIAL,0,2024-09-19T06:36:34Z,,0,2
"['indonesia', 'turn', 'me', 'u']",@Meow_Meow343,0,2024-09-19T01:28:50Z,menit nami moment,0,2
"['zombie', 'normal']",@rip_david765,0,2024-09-18T13:19:47Z,,0,2
"['tell', 'me', 'how', 'guy', 'is', 'already', 'at', 'mil', 'subs', 'when', 'bro', 'hit', 'mil', 'like', 'a', 'day', 'ago']",@thechumbucket21,2,2024-09-18T20:47:23Z,,0,2
"['aing', 'teu', 'apal', 'saha', 'iye', 'teh']",@Jajangandriatna,0,2024-09-18T15:01:51Z,,0,2
"['mil', 'is', 'crazy']",@Juddsovereign,0,2024-10-08T19:14:35Z,,0,2
"['his', 'bodyguards', 'really', 'be', 'having', 'so', 'much', 'fun', 'you', 'can', 'tell']",@mvksavage018,0,2024-09-18T17:17:53Z,,0,2
['damm'],@coki-coki5236,0,2024-10-20T04:51:17Z,,0,2
"['love', 'that', 'speeds', 'bodygaaurds', 'are', 'the', 'mandem', 'i', 'bet', 'ksi', 'put', 'him', 'onto', 'them']",@KieranB-s1g,0,2024-09-19T00:59:40Z,,0,2
"['you', 'are', 'the', 'greatest', 'youtuber', 'ever', 'in', 'irl', 'streamer', 'historyforever', 'you', 'are', 'my', 'fav']",@srv7718,0,2024-09-18T14:20:57Z,,0,2
"['yb', 'laugh', 'so', 'hard']",@farhansalm2684,2,2024-09-19T18:00:07Z,,0,2
"['thank', 'you', 'for', 'coming', 'to', 'indonesia']",@ripanramdanf,0,2024-09-18T22:29:10Z,,0,2
"['bite', 'this']",@SaheenaSaheena,424,2024-09-18T13:57:48Z,"broo hes just been surrounded by a lot of people, theres no way his mood is going to be good broo theyre annoying him so much bro imagine going in a street and u get swarmed by s of people out of nowhere haha  daddy gooyoh  ku ulang ulang ngakak jirr  bro  ngakak sih ini kwkw he choke him daday guyoung ekekeekekwkwkwk di kokop habis tuh di buang dont read my name  speeddd dontreadmypfp where is you channel banner speed yeah is insane indonesia was a huge l we just broke stream views lol
m huzzos keep crying huzzoshuzzos huzzosif you want your youtube to be watched by many people like speed, dont do stupid things reyvanogaming bro indonesia was such an l huzzosyou are very jealous of indonesia, which beats your countrys audience huzzos sure kid huzzos keep making videos that nobody watch lil bro huzzos,m vs m  lol huzzos poor l sweden huzzos rage cry kinds huzzosbig l for sweden huzzos 
bro indonesia was such an l huzzos womp womp kid huzzosyeah like ur life huge l bro, get your life better huzzosstop yapping bruh idrserang aja akunya jpnutmserang aja akunya yxggsnaaaah,, might half of those are not from indonesia, because he only got k new subs for million live views for  hours lets say k live views are from indo and k are might from other sea country, and the other the k are outside of sea you brain stupid yh , indonesia ask dont funny very happyhuzzos ishowspeed really ask dont mad and steal , indonesia can help for you speed not need attack gift shirt very happyhuzzos huzzosyou big l , super live all juta k dollar huzzosyou want talking l go to viral kids so stupid huzzosi know youre pinoy httpswwwyoutubecomlivemvtwxwzqcosipluwjylalkewfwu huzzos nah u big l  aura engrsongjihyo because some of us just watch and do not subscribe, one of them is me i just subscribe to him now because i want to chat in his live, you dont know anything about indonesia right almost every indonesian person is watching if someone brings indonesia, and im sure most of them are fomo because one of malonmalaysia people was claiming batik and fyi, indonesia is kind of sensitive if someone claims our property so its kinda viral here rdgasssss",0,0
"['ko', 'malu', 'liat', 'earga', 'jakarta', 'ya']",@riky_ap-syf.,2,2024-09-18T15:48:33Z,,0,2
"['hahaha', 'letsgoooo', 'my', 'girlll', 'ishowspeeddddd']",@Saluranmasadepanofficial,1,2024-09-19T05:50:28Z,,0,2
"['as', 'an', 'indonesian', 'i', 'didnt', 'expect', 'there', 'to', 'be', 'a', 'crowd', 'like', 'zombies', 'were', 'really', 'sorry', 'speed', 'they', 'just', 'dont', 'know', 'how', 'to', 'be', 'polite', 'they', 'even', 'went', 'so', 'far', 'as', 'to', 'damage', 'your', 'live', 'streaming', 'camera', 'to', 'be', 'honest', 'im', 'also', 'not', 'happy', 'with', 'the', 'crowd', 'but', 'im', 'sure', 'you', 'really', 'enjoy', 'it', 'in', 'indonesia', 'thanks', 'man', 'i', 'appreciate', 'it', 'enjoy', 'your', 'tour', 'as', 'long', 'as', 'you', 'in', 'southeast', 'asia']",@MrKous5,204,2024-09-18T13:21:48Z,"frue indonesia crowd is much better than malaysias tapi di negara asean yg lain sama sih pasti ada zombies crowdnya ilysm jadi ke bali turewrtpi same je gan luar negara lain even though its still chaotic but livestream in indonesia is much better than malaysia malaysian without uncle roger will be no fun but just chaos because in indonesia there are many pleasant surprises w country  speed even gave a rating of  to livestream in indonesia turewrnice face reveal in my opinion beginning was good , overall better than maalaysoa as malaysian indonesia crowd is far better than malaysia dont worry, philippines way worse im a filipino xdd this stream  philippines turewr                  

artinya dari hudzaifah ra, ia berkata, aku pernah mendengar rasulullah bersabda, tidak masuk surga orang yang suka mengadu domba hr muslim andimangetsu                  

artinya dari hudzaifah ra, ia berkata, aku pernah mendengar rasulullah bersabda, tidak masuk surga orang yang suka mengadu domba hr muslim azhancicax nope
gua bukan berniat mengadu domba tapi ini bentuk balasan dari orang malaysia yang ngeklaim batik from malaysia pada livestream sebelumnya sampaisampai mereka ngebawa berusaha matimatian untuk merendahkan indonesia di live chat dan kolom komentar

andaikan mereka mau minta maaf maka war ini gak bakalan berlanjut tapi mereka terus beralasan batik tuh juga hasil nyuri dari filipina, thailand, dll

padahal udah jelas banget udah diakui langsung oleh unesco bahwa batik tuh cultural heritage indonesia 

gua gak benci malaysia bahkan gua suka membela negara malaysia ketika banyak orang indo yang merendahkan cara malaysia merdeka padahal justru gua salut akan kemerdekaan malaysia andimangetsu aku pun dh tau batik tu dari indon tpi aku pun xtau tetibe dorg ckp batik dri malaysia,and srry kl klaim korang punye batik andimangetsu itu sebahagian saja bro, orang indonesia sama saja tak habis habis menghina sebelum speed mulakan stream lagi, seseorang individu itu kemungkinan juga tidak mengetahui tentang sejarah yang ada jadi kebenyakannya terjerumus dengan percakapan sewenangwenangnnya dan akhir sekali kepada perasaan toksik ini sama saja seperti orang indonesia yang ada yang kamu sendiri tidak menyatakannya perkara ini lebih realistik tidak akan berakhir jika duadua tidak saling bertoleransi bukan sahaja pihak malaysia, kamu kena faham itu themukhlis  saya bisa setuju dengan anda bahwa indonesia banyak yang toksik saya sangat membenci saat mereka merendahkan akan bagaimana cara malaysia merdeka tapi disisi lain kamu juga perlu memahami apa yang kami takutkan kawan saat diawal kamu mengatakan sebahagian saja disitu lah kamu sedikit salah untuk yang ini saya tidak akan merujuk pada komentar netizen malaysia karena jelas itu hanyalah untuk mengadu domba mereka bukanlah representasi orang malaysia yang sesungguhnya sehingga dapat diabaikan untuk saat ini tapi apakah kamu menonton upin  ipin kartun yang awalnya sangat saya sukai tapi sungguh membuat saya terkejut ketika mengklaim wayang, batik, dll berasal dari malaysia kalau memang hanya sebahagian maka harusnya adegan penegasan tersebut di revisi dan dikritisi oleh warga malaysia juga bahkan pada serial mechamato walaupun tidak dikatakan secara langsung oleh karakter yang ada didalamnya tetapi ini dikatakan oleh nizam razak pada preview untuk movie mechamato yang kami permasalahkan hanyalah kata berasal dari malaysia bayangin gimana tidak panik coba ketika upin ipin memiliki layanan streaming resmi dari platform terkenal yang sudah mendunia yakni disney hotstardan mechamato tuh netflix maka orangorang luar akan ikut mengira bahwa budaya warisan seperti batik, wayang, dan lainlain tuh berasal dari malaysia mungkin kamu merasa kami terlalu membesarbesarkan ini tapi itu karena kamu tidak merasakan ancaman yang kami rasakan sehingga saya akan terus berjuang mempertahankan warisan budaya tanah air ku dari orangorang yang tidak bertanggung jawab

edit semoga industri peranimasian malaysia mencontohi seri ejen ali karena di ejen ali yang walaupun ada unsur silat nya tapi mereka sama sekali tidak pernah mengatakan berasal dari malaysia  big w for ejen ali",0,1
"['nami', 'is', 'best']",@Ryan-vz1nm,0,2024-09-19T05:04:26Z,,0,2
"['malam', 'ngabersnya', 'sore', 'seruseru']",@movieaccountrelaxtime339,0,2024-09-19T13:51:43Z,,0,2
"['i', 'bet', 'kd', 'rubbing', 'his', 'head', 'regretting', 'everything', 'he', 'did', 'to', 'speed']",@LILYAEHD,1,2024-09-18T19:48:12Z,,0,2
"['indonesia', 'best', 'from', 'cibinong', 'bogor']",@ArianMr,0,2024-09-18T13:26:29Z,,0,2
"['raise', 'the', 'bodyguard', 'salary']",@muhammadoling7988,1,2024-09-18T16:14:47Z,,0,2
"['gila', 'sih', 'views', 'indo']",@ryvenxoticreal,0,2024-09-19T04:18:48Z,,0,2
"['yoo', 'wellcome', 'to', 'indonesia', 'speed']",@Mr.Zero216,0,2024-09-18T13:20:36Z,,0,2
"['views', 'keep', 'increasing', 'all', 'the', 'time', 'broooo']",@Not_learned00,1,2024-09-19T15:51:33Z,,0,2
"['u', 'have', 'to', 'go', 'bal', 'speed']",@f3-03-anthonmarselanoisir9,0,2024-09-18T15:04:01Z,,0,2
"['speed', 'i', 'love', 'uu', 'thanks', 'for', 'coming', 'to', 'indonesia']",@wildaannn2688,0,2024-09-18T13:22:58Z,,0,2
"['ngak', 'subtitle', 'nya', 'cok']",@akuboss4219,0,2024-09-18T15:15:03Z,,0,2
"['its', 'crazy', 'speed']",@muradikalp1531,0,2024-09-18T13:21:29Z,,0,2
"['even', 'though', 'there', 'are', 'many', 'zombies', 'roaming', 'around', 'indonesia', 'has', 'broken', 'the', 'record', 'of', 'million', 'viewers']",@Storydmz-41,0,2024-09-18T13:28:42Z,,0,2
"['bro', 'come', 'to', 'bal', 'the', 'scenery', 'is', 'beautiful', 'and', 'the', 'food', 'is', 'delicious', 'rujak', 'kuah', 'pindang']",@trishacantika2066,0,2024-09-19T07:05:53Z,,0,2
"['jawa', 'is', 'not', 'safe', 'ngakak']",@seffaldiedun13,0,2024-09-19T01:15:27Z,,0,2
"['doang', 'enak', 'tenang', 'stream', 'pasar', 'maluin', 'anjing']",@aldif4400,1,2024-09-18T15:21:11Z,kelihatan bet kampungan nya cuy wkwk,0,0
"['w', 'indonesia', 'lets', 'goo']",@fiskymeiriandi,1,2024-09-18T13:42:16Z,,0,2
"['i', 'see', 'your', 'gaze']",@Farelz.55,1,2024-09-18T15:24:02Z,,0,2
"['depo', 'receh', 'dapet', 'pauss']",@check_khodam_jaya-z4n,0,2024-09-24T05:17:11Z,,0,2
"['please', 'go', 'to', 'russia']",@Lisa_lisitsin,0,2024-09-19T13:24:54Z,,0,2
"['yo', 'indonesian', 'people', 'make', 'this', 'trending']",@ashuraahide,1,2024-09-18T16:19:45Z,,0,2
"['indonesia', 'pelit', 'sambut', 'datang']",@Bobbyaditya_397,0,2024-09-18T19:22:54Z,,0,2
"['juta', 'gila', 'bet', 'the', 'power', 'of', 'netizen']",@zaxxeverything8258,8,2024-09-19T08:48:27Z,,0,2
"['why', 'so', 'many', 'views', 'views']",@versucvh7807,0,2024-09-19T22:38:01Z,,0,2
"['dateng', 'langsung', 'rese', 'cokngakak', 'liat', 'speedlove', 'u', 'bro', 'thanks', 'to', 'come', 'to', 'indonesia']",@rezkisaputra2695,0,2024-09-18T16:37:36Z,,0,2
"['jujur', 'kecewa', 'orang', 'indo', 'rendah', 'suku', 'indonesia']",@ASEP_uhuy,5,2024-09-21T11:58:16Z,emang kontol para pemecah belah bangsa,0,0
"['saddest', 'moment']",@DaCourtJester,2,2024-09-18T19:33:47Z,"httpswwwyoutubecomwatchvdoxdkzpjem de javu hours later, an unforgettable moment in his life caezero bro peaked",0,2
"['million', 'live', 'viewers', 'is', 'straight', 'up', 'making', 'history']",@Bobas__2,0,2024-09-18T13:28:32Z,,0,2
"['please', 'come', 'to', 'indonesia', 'again']",@ratnadewidewi6665,0,2024-09-20T07:07:01Z,,0,2
"['because', 'of', 'ishowspeed', 'to', 'indonesia', 'he', 'got', 'k', 'additional', 'subscribers', 'and', 'million', 'viewers', 'on', 'livestream', 'w']",@sansboyzGD,1,2024-09-18T13:22:35Z,,0,2
"['w', 'stream']",@exponentwool4215,0,2024-09-19T04:02:37Z,,0,2
"['malaysia', 'and', 'philippines', 'aint', 'like', 'that', 'lol', 'where', 'is', 'all', 'the', 'energy', 'yall', 'expend', 'before', 'indonesia', 'stream', 'yessssss', 'yall', 'better', 'shut', 'up', 'this', 'is', 'king', 'indo', 'bihhhhhhh']",@Theswaggiest-wg9rx,3,2024-09-19T20:36:51Z,dont be silly lmao,0,0
"['speed', 'are', 'you', 'surprised', 'to', 'see', 'your', 'fans', 'from', 'indonesia']",@MdadidadiMbukdadidadi-ym8yw,0,2024-09-20T06:15:09Z,,0,2
"['jngan', 'ragu', 'jngan', 'bimbang', 'main', 'menang']",@AndreAndre-jr6du,0,2024-09-24T08:07:51Z,,0,2
"['the', 'best', 'moment', 'and', 'very', 'happy']",@xintemacorto,3052,2024-09-18T13:20:21Z,"dont read my name yeah i agree lol the music is fire dont translate fr  w yt live view  million time this  minutes try very good people bro lol fr fr w w wkwk jawirrr yeah broo mee to rakanmuyassar is called koplo maksudnya w dangdut hahahah jakarta norak blokkkrenathakahn  w moment well even though its still chaotic but livestream in indonesia is much better than malaysia malaysian without uncle roger will be no fun and just chaos because in indonesia there are many pleasant surprises w country  speed even gave a rating of  to livestream in indonesia fr fr very enjoy best moment bro flashed his meat to k kids live and says the hard r every stream yall make the weirdest ppl famous angklung w paling asik i cant stop listening to this hahah anybody know the name this is angklung from indonesialeongucc leongucc go search angklung im better than speed leonguccangklung indonesian typically, very creative and multitalent fr w moment the best moment of stream this is traditional music of indonesian leongucc we call it calungangklung  damn ive never listened these type of beautiful music and dance 

absolutely big w yeah bro thats fire fr",0,1
"['lupa', 'main', 'dewi', 'situs', 'percaya']",@EthanKnopwood,0,2024-09-18T14:43:18Z,,0,2
"['please', 'come', 'to', 'bandung', 'city']",@fajarmtirta,0,2024-09-18T16:16:34Z,,0,2
['milion'],@G_A_T_O_T771,0,2024-09-19T06:23:41Z,,0,2
"['gg', 'no', 'treding']",@harryhermawan1450,0,2024-09-19T06:50:53Z,,0,2
"['speed', 'coba', 'colab', 'ag', 'yt']",@IshaK_AJA,1,2024-09-19T04:25:32Z,,0,2
"['info', 'bonus', 'depo', 'sikat']",@JesseMarryat,0,2024-09-18T14:33:30Z,,0,2
"['main', 'ronaldo', 'thebest']",@hakimhasangamers7474,1,2024-09-18T13:21:45Z,,0,2
"['wiliesalim', 'bangga', 'indonesia']",@kinganimeedit3766,0,2024-09-19T11:36:36Z,,0,2
['trending'],@Pdigacorbgt,1,2024-09-20T04:42:42Z,,0,2
"['tembus', 'jt', 'tonton']",@KenzDx,0,2024-09-20T12:20:12Z,,0,2
"['yeaah', 'welcome', 'to', 'indonesia']",@RAulia995,0,2024-09-18T13:48:41Z,,0,2
"['wanjayyyy', 'thats', 'so', 'cool', 'dawg']",@keefe6b152,1,2024-09-19T08:00:50Z,,0,2
['httpsyoutubecomshortsoztkrrysinlwaghemc'],@raman0708,0,2024-09-20T06:01:40Z,,0,2
"['okeeee', 'malingsiaaa', 'you', 'are', 'very', 'very', 'bastard', 'yooooooooo']",@ava0607,0,2024-09-22T10:08:11Z,,0,2
"['the', 'last', 'time', 'youtube', 'chat', 'updated', 'in', 'videos']",@28justinnimrodnavarro10,9,2024-09-18T13:49:47Z,,0,2
"['yo', 'indonesia', 'got', 'nami', 'they', 'guaranteed', 'w']",@markjenzertelan9348,2,2024-09-19T14:55:26Z,,0,2
"['go', 'to', 'jakarta', 'monas', 'ishowspeed']",@ditzzz280,0,2024-09-18T14:03:17Z,,0,2
"['situs', 'yg', 'error', 'menang', 'yg', 'limpah']",@blues_males-r5g,0,2024-09-24T05:20:09Z,,0,2
"['when', 'that', 'random', 'kid', 'at', 'school', 'think', 'we', 'friends']",@victorvazquez5901,10,2024-09-18T15:39:13Z,he is the best entertainer,0,1
"['wtf', 'going', 'on', 'this', 'shit', 'trending']",@rizaldi_6015,0,2024-09-19T02:59:07Z,,0,2
"['this', 'is', 'very', 'cool', 'its', 'very', 'cool', 'i', 'really', 'recommend', 'it']",@JakartaEverbody-yi2hf,0,2024-09-20T10:02:05Z,,0,2
"['sorry', 'indonesia', 'is', 'very', 'crowded']",@Freyya45,0,2024-09-24T06:09:46Z,,0,2
"['there', 'is', 'no', 'doubt', 'about', 'it', 'that', 'speed', 'is', 'the', 'goat', 'of', 'streamers', 'he', 'is', 'a', 'living', 'legend']",@Matrix609z,3,2024-09-18T22:32:31Z,,0,2
"['indonesia', 'nyala']",@CalonJutawan19,0,2024-09-19T13:59:34Z,,0,2
"['the', 'crowds', 'are', 'insane']",@unbreakablemoment6627,0,2024-09-20T13:25:52Z,,0,2
"['he', 'got', 'million', 'views', 'on', 'this', 'stream']",@TheOCEwrld,0,2024-09-20T04:31:13Z,,0,2
"['hahahaha', 'rumah', 'hantu', 'tu', 'lawak']",@shy_young4196,2,2024-09-19T14:08:10Z,,0,2
"['crazyzombie', 'tsunami']",@PendekarKebenaran777,1,2024-09-19T08:03:48Z,,0,2
"['w', 'country']",@aldinugraha7310,1,2024-09-19T01:18:01Z,,0,2
"['even', 'in', 'the', 'beginning', 'hes', 'already', 'know', 'it']",@rahmatpaputungan4346,1,2024-09-25T17:26:24Z,,0,2
['speed'],@afifgumay3440,0,2024-09-19T01:03:18Z,,0,2
"['lest', 'gooo']",@Hagane-x3,0,2024-09-18T13:21:52Z,,0,2
"['he', 'didnt', 'say', 'green', 'apple', 'he', 'ate', 'the', 'green', 'apple']",@PincKen,0,2024-09-18T13:20:12Z,,0,2
"['anjer', 'gue', 'liat', 'ngerasa', 'capek', 'njirr', 'orang', 'sapa', 'gerak']",@ahladani4719,1,2024-09-19T14:27:23Z,"asli, engap banget tuh",0,1
"['speed', 'moment', 'of', 'giving', 'mother', 'money', 'good', 'person']",@Rio46,5,2024-09-18T15:38:33Z,,0,2
"['million', 'watched', 'the', 'arrival', 'of', 'speed']",@RJ.P24,0,2024-09-19T05:45:16Z,,0,2
['indonesia'],@Yangbacamonyed,0,2024-09-18T15:28:32Z,,0,2
['gokil'],@AfifMuhammad-z9q,0,2024-09-18T14:49:01Z,,0,2
"['that', 'was', 'probably', 'the', 'best', 'stream', 'ending', 'speed', 'has', 'done', 'indonesia', 'is', 'a', 'vibe', 'w', 'stream']",@Hxn0.0,4,2024-09-18T13:28:17Z,,0,2
"['dayum', 'bro']",@nc69x,1,2024-09-18T13:19:40Z,,0,2
"['minum', 'udah', 'botol', 'tpi', 'ga', 'kencing']",@fitrirahayu._,2,2024-09-19T13:27:36Z,,0,2
"['its', 'literally', 'night', 'time', 'for', 'me', 'how', 'is', 'it', 'still', 'daytime', 'there', 'i', 'live', 'in', 'indonesia', 'rn', 'edit', 'nvm']",@SomeGuyOrSmt,0,2024-09-18T13:36:24Z,,0,2
"['love', 'you', 'from', 'indonesiaaaaa']",@RIRIany,0,2024-09-19T01:59:52Z,,0,2
"['hawk', 'tuah']",@psalmlongboan4510,1,2024-09-19T00:12:44Z,,0,2
"['waaaaw', 'm', 'like']",@maadooyintop416,4,2024-09-19T11:16:35Z,,0,2
['a'],@warungipit1309,0,2024-09-18T14:31:54Z,,0,2
"['indonesia', 'really', 'peak', 'like']",@radenryo2100,0,2024-09-18T13:23:00Z,,0,2
"['moment', 'jt', 'goooooo']",@Gealderwensen,0,2024-09-20T10:09:14Z,,1,2
"['w', 'million', 'views']",@cristict,2,2024-09-18T23:02:00Z,,0,2
"['info', 'bonus', 'depo', 'sikat']",@JuliaGretchenser,0,2024-09-18T14:42:26Z,judol tol ol,1,0
['omagahhh'],@danteheisenberg2597,0,2024-09-18T23:12:48Z,,0,2
"['w', 'stream', 'and', 'w', 'million', 'live', 'viewers']",@ObiJoeisLikethatfr,0,2024-09-18T13:21:27Z,,0,2
['santai'],@Demi-12340,0,2024-09-21T08:18:27Z,,0,2
"['hate', 'it', 'when', 'in', 'malaysia', 'some', 'stupid', 'chinese', 'said', 'batik', 'from', 'thereeee', 'wtfff']",@chaerulirvanto,0,2024-09-18T14:19:17Z,ikr that f small country always claimed everything from our country hate it hopefully everyone read thiss and everyone know the truth milkymatcha,0,0
['manila'],@JunnaTomias,0,2024-09-18T14:22:31Z,,0,2
"['w', 'nami']",@loathingmachine,1,2024-09-18T13:24:05Z,,0,2
"['mongki', 'speed']",@KharismaAlt2,0,2024-09-18T13:22:14Z,,0,2
"['niat', 'fast', 'forward', 'nemu', 'nami', 'bikini', 'bangke', 'i', 'never', 'update', 'with', 'indonesian', 'artist', 'non', 'artist', 'even', 'im', 'indonesian', 'who', 'is', 'she', 'i', 'just', 'wan', 'na', 'tell', 'if', 'im', 'man', 'of', 'culture']",@khemaluz,2,2024-09-18T15:48:52Z,kameaam,0,2
"['come', 'to', 'butonn', 'indonesia']",@MarsintaSinta-ls8pe,0,2024-09-18T14:02:21Z,,0,2
['siu'],@Busy112,1,2024-09-18T15:11:50Z,,0,2
