Komentar,Penulis,Likes,Published_at,balasan,label_judol,label_sentiment
"['emang', 'gila', 'indonesia', 'langsung', 'mecahin', 'rekor', 'views', 'tinggi', 'karir', 'ishowspped', 'gila', 'emang', 'indonesia']",@ilhamhazaqo7494,0,2024-09-18T16:01:24Z,,0,2
['meme'],@offname5590,0,2024-09-19T00:22:39Z,,0,2
"['l', 'country', 'speed', 'deserved', 'better']",@PaulCharming12,0,2024-09-18T13:30:35Z,,0,2
"['part', 'speed', 'in', 'komodo', 'island', 'and', 'bal']",@hanifmaulana22,0,2024-09-18T13:35:15Z,,0,2
"['lupa', 'main', 'dewi', 'situs', 'percaya']",@MonicaElainea,0,2024-09-18T14:14:37Z,,0,2
"['thank', 'you', 'for', 'coming', 'to', 'indonesia', 'speed']",@RYANXBanjar,0,2024-09-18T13:53:34Z,,0,2
"['welcome', 'to', 'indonesia', 'speed']",@jntcargongp014b,1,2024-09-19T20:54:06Z,,0,2
"['welcome', 'to', 'indonesia', 'speed']",@trimulya961,0,2024-09-18T16:33:24Z,,0,2
"['jam', 'jt']",@bolanggamingchilds9222,0,2024-09-18T14:35:56Z,,0,2
"['batik', 'indonesia']",@morphy6653,0,2024-09-18T14:08:09Z,,0,2
"['norak', 'anj']",@Kail_pancing,0,2024-09-26T02:58:17Z,,0,2
"['zombie', 'apocalypse', 'nami', 'uwogggghhhhhh']",@DgSull5,31,2024-09-18T14:00:55Z,"speed doesnt get any girls, go cry about it johnsmoshso do you bruh",0,0
"['nami', 'nami']",@okacantik,0,2024-09-18T18:50:59Z,,0,2
"['e', 'empuk', 'nyoo']",@kangmaedahi0774,1,2024-09-18T13:58:49Z,,0,2
"['philippines', 'and', 'indonesia', 'are', 'crazy', 'thats', 'we', 'called', 'brotherhood', 'of', 'the', 'two', 'countries']",@luckygaming2779,78,2024-09-19T03:36:11Z,brotherhood of asean sanaol sa indonesia   asean only indonesia bro of course dumbcatwhy im not malaysian,0,0
"['el', 'cepat']",@Siuusapi,0,2024-09-18T13:34:14Z,,0,2
"['indonesia', 'on', 'top']",@yuhhuInHere,1,2024-09-18T13:51:19Z,,0,2
"['bal', 'next', 'visit', 'monkey', 'forest']",@bayamhijau41,0,2024-09-18T15:03:12Z,,0,2
"['anjj', 'speed']",@yntkts6307,0,2024-09-18T18:34:00Z,,0,2
"['i', 'think', 'you', 'must', 'meet', 'with', 'justin']",@achzarkasyi4638,0,2024-09-18T17:12:22Z,,0,2
"['yo', 'bro', 'its', 'hour', 'last', 'stream', 'and', 'got', 'm', 'watched']",@arrfnn,0,2024-09-18T14:43:38Z,,0,2
"['jam', 'udah', 'jt', 'aja', 'wkwkw', 'uang', 'mengalirrr', 'deresss', 'yaaa']",@gt_jewellery,0,2024-09-18T13:42:51Z,,0,2
"['because', 'in', 'indonesia', 'there', 'are', 'many', 'cr', 'fans']",@Gamesport9090,0,2024-09-18T15:29:05Z,,0,2
"['arap', 'masuk', 'frame', 'langsung', 'buru', 'minggir']",@dodollegitz7027,2,2024-09-25T06:13:31Z,,0,2
"['m', 'view']",@xxx01y89,0,2024-09-19T07:11:48Z,,0,2
"['speed', 'in', 'indonesia', 'there', 'is', 'gbk', 'in', 'jakarta', 'do', 'you', 'want', 'to', 'go', 'there', 'to', 'watch', 'the', 'indonesian', 'national', 'team', 'match']",@Galang-fu1bi,0,2024-09-19T17:04:45Z,,0,2
['m'],@titahr,0,2024-09-18T19:42:11Z,,0,2
"['go', 'to', 'surabaya', 'heroes', 'citysurabaya', 'is', 'the', 'second', 'bigger', 'city', 'in', 'indonesia', 'after', 'jakarta', 'i', 'hope', 'you', 'visit', 'in', 'surabaya', 'please']",@Gendarpecelofficial,0,2024-09-18T14:38:26Z,,0,2
"['hi', 'speedyou', 'are', 'smart', 'for', 'choosing', 'a', 'tour', 'to', 'indonesia', 'because', 'this', 'is', 'where', 'your', 'youtube', 'audience', 'and', 'followers', 'will', 'explode', 'boom']",@YosiWahyup,1,2024-09-19T19:10:59Z,,0,2
"['w', 'speed', 'w', 'speed', 'w', 'speed', 'w', 'speed', 'w', 'speed', 'w', 'speed', 'w', 'speed', 'w', 'speed', 'w', 'speed']",@cr3epgods747,1,2024-09-19T18:54:08Z,s a w,0,2
"['welcome', 'to', 'indonesiaspeed', 'son', 'of', 'king', 'cristian', 'ronaldo']",@KadekBagiarta-eg4zq,0,2024-09-18T14:27:29Z,,0,2
"['did', 'someone', 'get', 'trampled', 'hope', 'they', 'are', 'okay', 'he', 'looks', 'like', 'he', 'seen', 'someone', 'get', 'really', 'hurt']",@Xoticfigr,0,2024-09-19T11:42:25Z,,0,2
"['depo', 'bonus', 'sikat']",@PhùngHồngTrà,0,2024-09-18T14:37:12Z,,0,2
['speed'],@DidikSeptiawan-zu4me,0,2024-09-19T10:55:12Z,,0,2
['haha'],@yntkts4782,0,2024-09-18T14:53:23Z,,0,2
"['medy', 'gave', 'the', 'wrong', 'figure']",@Arfilaz,0,2024-09-19T07:44:36Z,,0,2
"['he', 'said', 'its', 'his', 'best', 'stream', 'on', 'entire', 'career']",@manamamunn2301,97,2024-09-18T15:28:39Z,"cause it is most viewed stream, most viewed live watching m viewersm likesand almost k subs gained in a single stream",0,2
"['always', 'remember', 'batik', 'from', 'indonesia', 'okay', 'not', 'from', 'malaysia']",@abdillahahmad0758,0,2024-09-18T15:33:01Z,batik is definitely from indonesia greetings from malaysia and we should stop talking about batik now,0,1
"['youre', 'goated', 'my', 'bro', 'speed']",@Drip._sphinx,1,2024-09-18T14:29:47Z,,0,2
"['maneh', 'bule']",@MahbubiMahbubi-lz9kq,0,2024-09-18T17:44:43Z,,0,2
"['mantap', 'bang', 'speed']",@robyfirmansyah3917,1,2024-09-27T13:18:57Z,,0,2
"['world', 'record']",@ravajulaigiawalputra,1,2024-09-18T13:48:22Z,,0,2
"['seriously', 'dude', 'is', 'texting', 'a', 'girl']",@Sans-k7u,0,2024-09-26T20:44:55Z,,0,2
['part'],@mtech911,1,2024-09-18T15:20:15Z,,0,2
"['warga', 'indognesia', 'kayak', 'zombie', 'gila']",@RyanMunich,0,2024-09-19T07:48:44Z,,0,2
"['dear', 'speed', 'i', 'want', 'you', 'come', 'to', 'bukittinggithere', 'are', 'beautiful', 'and', 'you', 'will', 'be', 'so', 'you', 'know', 'i', 'cant', 'explain', 'it']",@DeicticAngin67,1,2024-09-18T13:21:12Z,,0,2
['milliom'],@stephenairlanggaputra329,0,2024-09-18T14:39:16Z,,0,2
"['stop', 'broelu', 'fomo', 'jumpa', 'speedy', 'irl', 'bangst', 'kewalahan', 'speed', 'nya', 'speed', 'ken', 'nama', 'explore', 'bro', 'tf']",@Pmd_salafi09,0,2024-09-18T15:39:27Z,,0,2
"['yo', 'yoo', 'chill', 'out', 'my', 'gyou', 'are', 'in', 'fuckinamzing', 'country', 'fuckincool', 'my', 'g']",@Benshafran,0,2024-09-19T12:53:13Z,,0,2
"['misteri', 'bongkar']",@Im_cheesey,0,2024-09-20T05:46:16Z,,0,2
"['go', 'to', 'kalimantan', 'speed']",@arielfire8781,1,2024-09-18T13:20:41Z,,0,2
"['m', 'views', 'congrats']",@bimachaniago7617,1,2024-09-18T20:19:29Z,,0,2
"['kesini', 'gara', 'gara', 'susu', 'nami']",@Trader1993-l2b,0,2024-09-20T20:36:48Z,,0,2
"['king', 'indonesia', 'in', 'asean']",@renaldyandreansyah7657,0,2024-09-18T14:26:26Z,,0,2
"['w', 'stream', 'man']",@dan.2408,0,2024-09-18T13:19:43Z,,0,2
"['kameaam', 'nami', 'thank', 'me', 'later']",@shivarajput5382,0,2024-09-18T21:15:55Z,,0,2
"['ishowspeed', 'come', 'aceh', 'ishowspeed', 'come', 'yes', 'aceh', 'i', 'follower', 'you', 'ishowspeed']",@IndPalestine25,1,2024-09-19T03:24:30Z,,0,2
"['raden', 'mass', 'banterr']",@ngolngol87,0,2024-10-01T14:51:35Z,,0,2
"['bro', 'this', 'surpassed', 'that', 'world', 'cup', 'livestream', 'that', 'is', 'insane', 'its', 'like', 'is', 'giving', 'us', 'nothing', 'but', 'insanity']",@WindowsGG,3,2024-10-01T07:14:08Z,,0,2
"['zombie', 'indonesia']",@arilgaming123,1,2024-09-19T02:30:58Z,,0,2
"['wtf', 'million', 'fckin', 'views']",@ShootingStone07,1,2024-09-18T15:39:48Z,,0,2
['wtf'],@jocelynaurel7948,0,2024-09-22T06:23:21Z,,0,2
"['bocah', 'soak']",@aisyahsyah1919,0,2024-09-20T04:57:04Z,,0,2
"['napa', 'gw', 'yg', 'deg', 'an', 'njir', 'ad', 'aj']",@linggarekapaxi,9,2024-09-18T16:21:12Z,,0,2
"['l', 'indodesh']",@nomeus2556,0,2024-09-18T13:20:34Z,,0,2
"['more', 'views', 'than', 'the', 'world', 'cup', 'final', 'stream']",@xqohd,2,2024-09-19T15:35:25Z,,0,2
"['i', 'was', 'just', 'kidding', 'indonesia', 'was', 'soo', 'beautiful', 'and', 'amazing']",@FELIXEDITZ123,0,2024-09-18T14:47:20Z,,0,2
['trending'],@RAFFASYAchanel-siu,0,2024-09-20T10:20:56Z,,0,2
"['w', 'button', 'countryyy']",@raynerromero-h1j,0,2024-09-18T18:30:32Z,,0,2
"['bro', 'is', 'serious', 'with', 'green', 'apple']",@MgrajanMg,0,2024-09-18T16:09:05Z,,0,2
['namiiiii'],@naufal_farhan,0,2024-09-18T19:19:12Z,,0,2
"['whore', 'house']",@IJFJJAJI,0,2024-09-18T17:22:02Z,,0,2
"['where', 'the', 'phonk', 'monsters', 'at', 'mix', 'this', 'beat', 'its', 'fire']",@maestrofrags3436,0,2024-09-18T13:45:31Z,,0,2
"['crazy', 'brooo']",@ramlie4406,0,2024-09-18T14:39:48Z,,0,2
"['whyyyyy', 'end', 'streammm', 'bro']",@hambabumi2113,0,2024-09-18T13:20:00Z,,0,2
"['go', 'to', 'bandung', 'try']",@PraWira-i6q,0,2024-09-19T15:00:12Z,,0,2
"['speed', 'iso', 'dibenerin', 'bahasa', 'yo']",@dfjatmiko4380,0,2024-10-12T12:47:36Z,pppp wqqqqq ppp,0,2
"['part', 'indonesia', 'plzzzzz']",@yanwissugiantoyanwis3460,0,2024-09-19T07:29:16Z,,0,2
"['king', 'indo', 'keterlaluanyg', 'udh', 'hari', 'ngga', 'sampe', 'juta', 'viewdi', 'indo', 'menit', 'jutabadasss']",@FahrulTurmudzi,2,2024-09-18T14:02:56Z,,0,2
['amazing'],@GalaMahendra-xs3go,0,2024-09-18T14:32:17Z,,0,2
"['messi', 'gak', 'indo']",@uyajk,0,2024-09-18T20:01:37Z,,0,2
"['arap', 'translator', 'njir']",@bilqissalma-n3k,0,2024-09-21T18:22:19Z,,0,2
"['batik', 'from', 'indonesian', 'not', 'malaydesh']",@MuhammadNurfaqih-p3n,0,2024-09-18T16:13:04Z,,0,2
"['karen', 'bangn']",@dfjatmiko4380,0,2024-10-12T12:16:59Z,pppp wqqqqq ppp,0,2
"['meyala', 'indookuu', 'jt', 'wee', 'yg', 'nonton']",@Hanz_-17,2,2024-09-19T07:35:28Z,,0,2
"['bruhhh', 'l', 'love', 'speed', 'dont', 'be', 'forget', 'me', 'bruhhh']",@ThandarsawmyatThandarsawmy-z1j,0,2024-09-19T10:00:51Z,never lol myanmar in condition war,0,1
"['welcome', 'to', 'indonesia', 'speed']",@chacaarsil2990,0,2024-09-19T00:42:14Z,,0,2
"['greatest', 'stream', 'ever']",@malemkoding,0,2024-09-18T14:49:03Z,,0,2
"['depo', 'bonus', 'sikat']",@LanĐanBrack,0,2024-09-18T14:13:38Z,,0,2
"['this', 'epic', 'moments', 'guys']",@Vitalitexpres-if1xd,12,2024-09-18T13:30:16Z,,0,2
"['legendary', 'backflip']",@cristiannegrete8127,18,2024-09-18T13:44:05Z,"records made my ishospeed

mk watching
k subs in  hours
made messi fan turn ronaldo fan fr yes big assist from philippines  the subscribe insane",0,2
"['what', 'do', 'you', 'expect', 'from', 'indonesialol', 'from', 'philippines']",@red8615,0,2024-09-18T13:46:05Z,,0,2
"['lupa', 'main', 'dewi', 'situs', 'percaya']",@NicholasVoins,0,2024-09-18T13:49:16Z,,0,2
"['lucky', 'to', 'be', 'able', 'to', 'watch', 'this', 'stream', 'live']",@Jason4everxo,0,2024-09-18T13:20:55Z,,0,2
"['trending', 'kingindo']",@goresanduniawi,20,2024-09-19T06:12:23Z,king matamu,0,1
"['stil', 'in', 'here', 'bro']",@annisavlog9463,1,2024-09-21T15:00:19Z,,0,2
"['ishowspeed', 'please', 'go', 'to', 'timor', 'leste', 'it', 'is', 'beside', 'indonesia', 'please']",@rusmalnin3987,0,2024-09-18T16:07:57Z,,0,2
"['indonesia', 'will', 'soon', 'enter', 'the', 'world', 'cup', 'i', 'hope', 'you', 'will', 'can', 'watch', 'it', 'bruhhh']",@andikahandiyono4635,0,2024-09-18T15:57:56Z,,0,2
"['koi', 'get', 'punched']",@catheezcore,0,2024-09-18T14:31:35Z,,0,2
"['speed', 'come', 'to', 'africa', 'plz']",@YvesEmmanuel260,1,2024-09-18T19:26:58Z,hes going down town azizfirmansyahzc,0,1
"['lu', 'kocak', 'aneh', 'bos']",@Sastro-wardoyo,0,2024-09-21T05:15:48Z,,0,2
"['indonesia', 'crowd', 'control', 'malaydesh', 'crowd', 'control']",@Arx_Jomok,0,2024-09-18T13:20:41Z,,0,2
"['w', 'indonesia', 'l', 'zombie']",@bimonugraha-fk2jf,0,2024-09-18T13:36:28Z,,0,2
"['the', 'power', 'of', 'indonesian', 'people']",@Azzie-x2c,2,2024-09-20T10:54:13Z,,0,2
"['when', 'are', 'you', 'coming', 'yo', 'singapore']",@eshan1xr,0,2024-09-21T04:06:52Z,,0,2
"['lupa', 'main', 'dewi', 'situs', 'percaya']",@PatriciaMarciar,0,2024-09-18T14:02:22Z,,0,2
"['show', 'speed', 'good', 'indo']",@kombe2335,0,2024-09-19T06:32:36Z,,0,2
"['suster', 'ngesot', 'ny', 'gendong']",@SopiYuli,0,2024-09-19T18:36:40Z,,0,2
['ayoooo'],@mahardhika17,0,2024-09-18T18:19:32Z,,0,2
"['orang', 'amerika', 'yah']",@kokoromdotcom,1,2024-09-29T05:31:44Z,,0,2
"['this', 'human', 'being', 'caused', 'chaos', 'in', 'the', 'city', 'of', 'jakarta', 'and', 'became', 'an', 'auto', 'zombie', 'everything', 'is', 'amazing', 'el', 'cepat', 'nyala', 'indonesiaaaaaaaaaaa']",@bagasramadhanidm,31,2024-09-18T14:59:44Z,"bagasramadhanidm dont translate
     ,",0,2
"['as', 'an', 'indonesian', 'myself', 'that', 'crowded', 'part', 'of', 'zombienesia', 'makes', 'me', 'mad', 'and', 'sad', 'like', 'that', 'idiots', 'really', 'never', 'meet', 'some', 'famous', 'person', 'before', 'even', 'if', 'we', 'never', 'meet', 'them', 'irl', 'still', 'give', 'some', 'space', 'for', 'someone', 'bro', 'even', 'in', 'jakarta', 'still', 'have', 'some', 'deadass', 'braindead', 'old', 'fashioned', 'people', 'bet', 'they', 'all', 'just', 'fomo', 'with', 'speed']",@BrotherZhafif,2,2024-09-18T14:12:07Z,,0,2
"['next', 'time', 'go', 'to', 'my', 'school', 'speed', 'in', 'smp', 'negeri', 'surabaya']",@Daniel_cihuy,0,2024-09-18T13:27:31Z,,0,2
"['l', 'malay']",@oranggila921,0,2024-09-18T13:21:59Z,,0,2
"['zombie', 'sdm', 'rendah']",@dragonfire8277,0,2024-09-18T13:41:40Z,,0,2
"['who', 'the', 'fak', 'of', 'this', 'people', 'where', 'did', 'they', 'come', 'from', 'bro', 'forgot', 'hes', 'in', 'indonesia']",@Beberlicious,0,2024-09-20T15:40:32Z,,0,2
"['this', 'county', 'is', 'insane', 'bro']",@Kenzie14669,1,2024-09-18T22:33:07Z,,0,2
"['congrat', 'bro']",@WalkingViewID,1,2024-09-19T10:32:29Z,,0,2
"['go', 'to', 'milion', 'like']",@backtoprime-y1u,1,2024-09-19T10:00:22Z,,0,2
"['trending', 'nomor', 'mh']",@andresaputra4195,0,2024-09-18T14:44:21Z,,0,2
"['botak', 'ngerusak', 'mood', 'speed', 'anjir']",@warriormage589,0,2024-09-22T07:41:39Z,,0,2
"['jijik', 'bet', 'gw', 'liat', 'komenan', 'judi', 'sdm', 'rendah', 'andai', 'aja', 'speed', 'tau', 'yg', 'spam', 'judol', 'chatnya', 'image', 'indonesia', 'jelek']",@RUBY-cd5yb,0,2024-09-18T13:21:03Z,,0,2
"['bonus', 'deposit', 'bonus', 'sikat']",@MioMirza2Tak,1,2024-09-18T13:20:30Z,,0,2
"['anying', 'cek', 'khodam']",@MuhammadRizki18-fw7rg,0,2024-09-19T03:07:35Z,,0,2
['part'],@fadliabdul17,0,2024-09-18T14:50:46Z,,0,2
"['indonesia', 'is', 'the', 'greatest', 'place', 'right']",@averagehuman-_-6,0,2024-09-18T13:55:50Z,,0,2
"['love', 'bro']",@ruslianwar4399,0,2024-09-18T14:01:31Z,,0,2
"['konsep', 'nya', 'gimana', 'kenalin', 'cewek', 'indo', 'speed', 'asa', 'kaya', 'germo', 'njir']",@aphayxoy2853,2,2024-09-18T13:27:13Z,,0,2
"['w', 'indonesia', 'w', 'chat', 'w', 'viewers', 'w', 'speed']",@FrenicsonKhymdeit,0,2024-09-18T13:24:26Z,,0,2
"['w', 'speed']",@DaffaDantee,1,2024-09-18T13:19:44Z,,0,2
"['info', 'guys', 'speed', 'mana']",@xnaalhabsy,1,2024-09-19T04:35:07Z,"seharusnya singapur, tapi dia bilang mau ke bali karna live chat isinya minta ke bali semua ardisdyh ardisdyess gw di bali",0,1
"['w', 'namikameaam']",@Rafliii07,1,2024-09-18T13:23:00Z,,0,2
['lebih'],@OJI071,0,2024-09-19T04:30:13Z,,0,2
['namiiii'],@0palele,0,2024-09-19T10:44:29Z,,0,2
"['bro', 'go', 'to', 'ayam', 'bakar', 'madu', 'hijrah', 'speed', 'its', 'in', 'jakarta', 'its', 'delicious']",@thebintang26official,0,2024-09-18T13:38:11Z,,0,2
"['king', 'indo']",@anjasrahman9379,0,2024-09-18T17:09:15Z,,0,2
"['asad', 'hajio', 'fans']",@iliasallisterpio5764,0,2024-09-19T16:04:53Z,,0,2
"['thats', 'meow', 'meow']",@FaridAlfarizi-em6sx,2,2024-09-19T04:31:30Z,,0,2
"['speed', 'kalo', 'ketemu', 'telolet', 'gimana', 'ya']",@Dzakiprojectofficial,0,2024-09-21T12:44:35Z,,0,2
"['bro', 'turnd', 'into', 'michealjackson']",@Jasoncall13,0,2024-09-24T13:20:55Z,,0,2
"['namis', 'kameaam', 'mvp']",@Ars.Nezumi,84,2024-09-18T16:48:30Z,bangsat ngapain bang nez,0,1
"['love', 'you', 'speed']",@KINGFOK-v4d,0,2024-09-19T13:23:20Z,,0,2
"['indonesia', 'speed']",@michaelschewlitzerZ,0,2024-09-18T20:41:39Z,,0,2
"['i', 'indonesia']",@Satupemain,1,2024-09-19T10:18:21Z,,0,2
"['i', 'have', 'two', 'people']",@RamaPutraJ,1,2024-09-18T13:26:27Z,,0,2
"['million', 'sub', 'in', 'indonesia']",@Duncraiger,0,2024-09-19T04:08:09Z,,0,2
"['tung', 'dino', 'jt', 'viewbiyatane']",@Santos-tf4hn,0,2024-09-21T15:36:33Z,,1,2
"['gila', 'sampe', 'segitunya']",@Daniii93,0,2024-09-18T16:25:12Z,,0,2
['httpsyoutuberiwsjsalewsikdqffkbepijj'],@guwapjaxk,0,2024-09-20T09:04:09Z,,0,2
"['waiting', 'just', 'a', 'few', 'hours', 'and', 'getting', 'million', 'viewers', 'in', 'just', 'one', 'day', 'welcome', 'to', 'my', 'beloved', 'country']",@rochellexurrrboyzz_,0,2024-09-19T14:15:28Z,,0,2
"['indonsia', 'people', 'are', 'a', 'big', 'w']",@lutasdosfamosos,1,2024-09-18T20:56:22Z,,0,2
"['indonesia', 'is', 'the', 'craziest', 'country', 'in', 'the', 'world']",@SunFlareX,1,2024-09-18T13:26:48Z,,0,2
"['w', 'indonesia', 'bro', 'm', 'live', 'viewers', 'dang']",@YourSkullRBLX,0,2024-09-27T11:04:37Z,,0,2
['httpsyoutubecomazatsubandisiaroiniubqqss'],@AzatSubandi,1,2024-09-19T11:09:39Z,,0,2
"['lupa', 'main', 'dewi', 'situs', 'percaya']",@PatriciaTaryne,0,2024-09-18T14:34:04Z,,0,2
['satai'],@EDITZFREYA,0,2024-09-27T01:28:09Z,,0,2
"['situs', 'slot', 'gacor']",@Error404-s4z,0,2024-09-20T03:13:39Z,,0,2
"['self', 'proclaim', 'indonesian']",@pstsptpst,0,2024-09-19T12:58:25Z,,0,2
"['go', 'to', 'niga', 'tambal', 'ban', 'in', 'cirebon']",@Cyraneedsomeone,0,2024-09-18T13:20:45Z,,0,2
['sickkkkkkk'],@rispanJAGO,0,2024-09-18T14:14:09Z,,0,2
"['lupa', 'main', 'dewi', 'situs', 'percaya']",@RoahWestacott,0,2024-09-18T14:05:12Z,,0,2
['kampung'],@IrfanRohmansyah,0,2024-09-18T13:34:34Z,,0,2
"['speed', 'muara', 'enim']",@afbriandelvino,0,2024-09-19T03:05:26Z,,0,2
"['rawa', 'bong', 'bang', 'speed']",@elpalkontolero8878,0,2024-09-18T20:00:27Z,,0,2
"['powerfull', 'banget', 'speed']",@bactomedia,1,2024-09-19T12:57:35Z,,0,2
"['welcome', 'to', 'indonesia']",@fernandoerwin9409,1,2024-09-18T15:46:20Z,,0,2
"['info', 'bonus', 'depo', 'sikat']",@BenaminHarwick,0,2024-09-18T14:00:51Z,,0,2
"['bro', 'is', 'the', 'greatest', 'streamer', 'of', 'all', 'time']",@manlikeisaac,3747,2024-09-18T18:19:06Z,"dont translate
     , norhing about indonesia being crazy facts httpswwwyoutubecomlivemvtwxwzqcosipluwjylalkewfwu mannn i love u from indonesia frfr no doubt hes the goat shame he didnt get streamer of the year anyways that doesnt detrmine the peoples choice manlikeisaac glazing so hard all the time did you just disrespect drdisrespect luisalberto who is he hey are you black and you boring asf master oog way but black cringe officerzackscott luisalbertoyou mean the guy who inappropriately messaged a minor w speed i have checked live in philippines day , from beginning subs ,,  end stream ,, 
its only k subscribers are you joking say k in hours hahahaha clown 

compare with indonesia day , from beginning subs ,,  end stream subs ,, total k subscribers

nice try lser kaekai is the best streamer ever that would be kai come to indonesia isaac yes, right eore is not a children anymore ayo my man halo bang uhmm h johnaajohni speed x bigger than kai , its not even a debate now and he missed his award damn thats not enough it should be k rupiah k x  people in america johnaajohniits in twitch not in youtube who is the greatest streamer of all time irl yes yes facts speed is the goat go here absolut primitif face officerzackscott nah his viewers are actually npcs what are you facts bro indonesian is crazy no officerzackscott bro are you the real manlikeisaac woooooooooo buffnoobofficialayo bro your racist goddragcellyeah true who is he johnaajohni the zombies yoo isaac officerzackscott gananya gendut",0,0
"['speed', 'indonesia']",@jbtaviation,1,2024-09-18T20:32:48Z,,0,2
"['besok', 'live', 'tenangg', 'adick', 'adik', 'ishowspeed']",@Jaqfarzxy,1,2024-09-18T13:28:57Z,,0,2
"['even', 'tho', 'i', 'cant', 'see', 'that', 'the', 'cameras', 'is', 'broke', 'bc', 'of', 'ppl', 'indonesian', 'bruh']",@Cicimiepazu,2,2024-09-19T13:47:05Z,,0,2
"['go', 'back', 'to', 'philippines', 'and', 'visit', 'pila', 'laguna', 'and', 'visaya', 'and', 'mindanao']",@Dentzyeditz,0,2024-09-19T16:56:12Z,,0,2
"['from', 'the', 'river', 'to', 'the', 'sea', 'palestine', 'will', 'be', 'free', 'from', 'japan']",@poppop-fi1bc,0,2024-09-19T00:54:45Z,,0,2
"['im', 'from', 'indonesia', 'hi', 'ishowspeed']",@Zofaaal-x8h,0,2024-09-21T01:56:24Z,,0,2
"['jakarta', 'zombie', 'damn']",@ernarahmawati4543,0,2024-09-18T13:20:51Z,,0,2
"['bro', 'scared']",@Roblonajs,1,2024-09-29T01:20:50Z,,0,2
"['yg', 'ngelirik', 'lucinta', 'luna', 'yah']",@indahpurnama587,0,2024-09-18T15:28:26Z,,0,2
"['nga', 'bicara', 'ingeris', 'pakkk']",@onstatikmall8788,1,2024-09-18T15:30:52Z,,0,2
"['im', 'from', 'cianjurindonesiagood', 'luck']",@kembarchannel821,0,2024-09-22T03:28:53Z,,0,2
"['wkwkw', 'menit', 'terhura']",@RagilMulyo,0,2024-09-18T16:49:19Z,,0,2
"['look', 'at', 'his', 'popular', 'live', 'indonesia', 'at', 'there']",@Ekoks865,0,2024-09-19T02:08:30Z,,0,2
"['those', 'bodyguards', 'arent', 'enough', 'if', 'your', 'crashing', 'indonesia', 'you', 'need', 'a', 'private', 'squad']",@red8615,0,2024-09-18T13:47:45Z,,0,2
"['love', 'from', 'germany']",@memebo99,0,2024-09-22T16:57:07Z,,0,2
"['gua', 'lihat', 'lokasi', 'ga', 'trlalu', 'rusuh', 'anjenggg', 'norak', 'pliss']",@Sembarang881,1,2024-09-19T00:38:23Z,,0,2
"['w', 'indo', 'welcome', 'to', 'our', 'country', 'el', 'cepat']",@HakimAbdul379,0,2024-09-18T13:24:55Z,,0,2
"['edankeunn', 'manggg']",@nandapanji5801,0,2024-09-20T13:32:03Z,,0,2
"['the', 'best', 'of', 'the', 'stream', 'ever']",@denzdenis9600,0,2024-09-18T13:21:55Z,,0,2
"['go', 'to', 'bal', 'speed']",@xerooooooo,1,2024-09-18T13:21:36Z,,0,2
"['wow', 'm']",@danypratamasejati2408,0,2024-09-18T15:00:01Z,,0,2
"['bro', 'your', 'dream', 'of', 'million', 'live', 'streaming', 'has', 'come', 'true', 'in', 'indonesia', 'el', 'speed']",@ghysper,1,2024-09-18T13:34:03Z,,0,2
['hhhhhhhhh'],@feriSA2397,0,2024-09-18T13:19:56Z,,0,2
"['thank', 'you', 'speed']",@anggarasapta2410,1,2024-09-19T08:06:59Z,,0,2
['trending'],@agustinusbimo5226,1,2024-09-19T04:46:12Z,,0,2
"['lets', 'goo', 'indonesia', 'is', 'the', 'best', 'country', 'for', 'streaming']",@danibriantama2243,0,2024-09-18T13:20:50Z,,0,2
"['goes', 'to', 'm', 'like']",@ebiknc007,1,2024-09-19T04:19:41Z,,0,2
"['wkwkwk', 'ingus', 'angka']",@tri2630,2,2024-09-18T15:08:22Z,,0,2
"['nami', 'swaaannnn']",@kaizo2108,1,2024-09-18T14:10:50Z,,0,2
"['reza', 'arap', 'gw', 'pikir', 'anak', 'punk']",@Fadeal92,1,2024-09-19T08:12:04Z,,0,2
"['i', 'soo', 'love', 'this', 'bodyguard', 'he', 'is', 'bearly', 'of', 'ishowspeed']",@sreachgeo5359,0,2024-09-20T17:32:57Z,,0,2
"['suka', 'messi', 'bilang', 'messi']",@Irvanvlog31,1,2024-09-19T19:57:02Z,,0,2
"['on', 'trending']",@Essa-EX,0,2024-09-19T06:24:08Z,,0,2
"['tranding', 'yokk']",@adiramaprasetyaa1728,0,2024-09-23T02:34:24Z,,0,2
['respectt'],@icantleavemyroom1288,3,2024-09-20T13:29:35Z,,0,2
"['el', 'cepat']",@AbidAbidppp,0,2024-09-18T14:27:44Z,,0,2
"['sus', 'isreeal']",@AlIs-r7c,0,2024-09-18T15:19:16Z,,0,2
"['next', 'stop', 'bal']",@fiklivicks663,0,2024-09-18T14:42:59Z,,0,2
"['ho', 'ahkhir', 'nya', 'lahat', 'tatat', 'ronaldo']",@Lanagbroken,0,2024-09-19T12:06:27Z,,0,2
['cool'],@Wahyuboliee,1,2024-09-19T08:37:52Z,,0,2
"['million', 'live', 'viewer', 'is', 'not', 'a', 'joke', 'ishowspeed', 'fans', 'assemble']",@bruhbhai123,0,2024-09-18T13:25:31Z,,0,2
